Date,Close,High,Low,Open,Volume,symbol
,ZAGGLE.NS,ZAGGLE.NS,ZAGGLE.NS,ZAGGLE.NS,ZAGGLE.NS,
2023-09-18,158.35000610351562,176.0,155.3000030517578,164.0,21564281,ZAGGLE.NS
2023-09-25,200.5500030517578,209.6999969482422,160.3000030517578,160.9499969482422,26340695,ZAGGLE.NS
2023-10-02,217.8000030517578,222.39999389648438,181.3000030517578,198.6999969482422,10639366,ZAGGLE.NS
2023-10-09,235.25,247.8000030517578,201.35000610351562,211.10000610351562,14372180,ZAGGLE.NS
2023-10-16,214.75,236.6999969482422,210.10000610351562,235.85000610351562,5407896,ZAGGLE.NS
2023-10-23,214.0,217.60000610351562,187.4499969482422,216.6999969482422,5981058,ZAGGLE.NS
2023-10-30,224.10000610351562,230.5,205.5500030517578,214.89999389648438,4484201,ZAGGLE.NS
2023-11-06,236.25,242.75,223.25,226.39999389648438,4175976,ZAGGLE.NS
2023-11-13,251.75,265.0,233.0,235.9499969482422,7485873,ZAGGLE.NS
2023-11-20,253.64999389648438,266.20001220703125,241.14999389648438,251.3000030517578,6691506,ZAGGLE.NS
2023-11-27,235.89999389648438,255.35000610351562,235.0,255.0,2746742,ZAGGLE.NS
2023-12-04,236.10000610351562,252.5,231.9499969482422,240.0,2989198,ZAGGLE.NS
2023-12-11,245.64999389648438,251.0,232.5,237.5,4061515,ZAGGLE.NS
2023-12-18,224.4499969482422,245.3000030517578,215.35000610351562,245.3000030517578,4794881,ZAGGLE.NS
2023-12-25,222.85000610351562,225.60000610351562,212.5,225.60000610351562,2358595,ZAGGLE.NS
2024-01-01,219.85000610351562,223.8000030517578,211.75,223.8000030517578,2717312,ZAGGLE.NS
2024-01-08,221.64999389648438,230.3000030517578,209.75,221.3000030517578,4586661,ZAGGLE.NS
2024-01-15,221.0500030517578,227.85000610351562,207.39999389648438,223.75,5223049,ZAGGLE.NS
2024-01-22,216.5,223.3000030517578,210.0500030517578,223.3000030517578,1926609,ZAGGLE.NS
2024-01-29,226.75,245.0,216.25,218.3000030517578,7475796,ZAGGLE.NS
2024-02-05,269.5,283.0,227.14999389648438,228.0,22013310,ZAGGLE.NS
2024-02-12,254.0500030517578,277.0,235.0,277.0,9453247,ZAGGLE.NS
2024-02-19,286.8999938964844,301.8999938964844,248.0,255.5,22186536,ZAGGLE.NS
2024-02-26,358.3999938964844,367.3999938964844,296.0,298.0,30403407,ZAGGLE.NS
2024-03-04,335.1000061035156,389.45001220703125,333.1000061035156,360.20001220703125,7137744,ZAGGLE.NS
2024-03-11,303.75,349.1000061035156,285.1000061035156,332.0,4704571,ZAGGLE.NS
2024-03-18,293.6000061035156,322.0,290.54998779296875,304.20001220703125,4701123,ZAGGLE.NS
2024-03-25,287.79998779296875,298.3999938964844,275.25,293.0,3966222,ZAGGLE.NS
2024-04-01,294.20001220703125,299.5,267.5,286.0,14596046,ZAGGLE.NS
2024-04-08,285.1499938964844,298.8500061035156,282.5,297.25,5869429,ZAGGLE.NS
2024-04-15,275.70001220703125,290.29998779296875,271.3999938964844,280.0,4235422,ZAGGLE.NS
2024-04-22,308.0,310.0,278.0,278.79998779296875,13769446,ZAGGLE.NS
2024-04-29,306.6499938964844,316.25,299.5,311.0,6912791,ZAGGLE.NS
2024-05-06,287.5,308.70001220703125,281.25,308.70001220703125,5062049,ZAGGLE.NS
2024-05-13,289.6499938964844,292.6499938964844,274.1499938964844,287.8999938964844,3713672,ZAGGLE.NS
2024-05-20,314.79998779296875,338.1000061035156,285.5,292.29998779296875,12435163,ZAGGLE.NS
2024-05-27,271.04998779296875,314.79998779296875,264.3999938964844,314.70001220703125,6873750,ZAGGLE.NS
2024-06-03,281.1000061035156,287.3999938964844,234.5,280.75,8848987,ZAGGLE.NS
2024-06-10,292.95001220703125,308.70001220703125,279.1499938964844,283.0,13488439,ZAGGLE.NS
2024-06-17,292.95001220703125,312.8500061035156,289.04998779296875,293.29998779296875,7762253,ZAGGLE.NS
2024-06-24,283.1499938964844,292.0,278.0,290.5,3559301,ZAGGLE.NS
2024-07-01,295.3999938964844,305.0,283.0,285.29998779296875,6737445,ZAGGLE.NS
2024-07-08,301.3500061035156,310.5,283.3500061035156,297.0,6438420,ZAGGLE.NS
2024-07-15,299.25,329.3999938964844,295.20001220703125,304.8999938964844,14683133,ZAGGLE.NS
2024-07-22,322.79998779296875,332.79998779296875,280.95001220703125,297.45001220703125,9665729,ZAGGLE.NS
2024-07-29,349.3999938964844,369.3999938964844,323.04998779296875,325.3500061035156,25202076,ZAGGLE.NS
2024-08-05,360.0,376.29998779296875,319.5,340.0,14359412,ZAGGLE.NS
2024-08-12,375.0,389.8999938964844,343.0,357.75,10560192,ZAGGLE.NS
2024-08-19,368.3999938964844,394.45001220703125,356.54998779296875,381.0,19049030,ZAGGLE.NS
2024-08-26,353.6000061035156,374.70001220703125,347.70001220703125,370.25,4901771,ZAGGLE.NS
2024-09-02,355.54998779296875,362.1000061035156,336.79998779296875,356.70001220703125,4640734,ZAGGLE.NS
2024-09-09,436.8999938964844,446.20001220703125,348.25,357.45001220703125,26712853,ZAGGLE.NS
2024-09-16,443.29998779296875,493.25,419.04998779296875,440.95001220703125,14459404,ZAGGLE.NS
2024-09-23,442.5,462.0,430.04998779296875,446.70001220703125,7769307,ZAGGLE.NS
2024-09-30,460.20001220703125,467.6000061035156,426.6499938964844,441.5,9382697,ZAGGLE.NS
2024-10-07,418.6499938964844,464.25,404.0,460.5,3768808,ZAGGLE.NS
2024-10-14,445.29998779296875,449.8999938964844,410.0,419.0,1231193,ZAGGLE.NS
2024-10-21,406.8500061035156,451.6499938964844,400.0,449.95001220703125,1182255,ZAGGLE.NS
2024-10-28,433.0,442.0,400.0,408.0,805572,ZAGGLE.NS
2024-11-04,413.8999938964844,429.8999938964844,407.5,429.8999938964844,837109,ZAGGLE.NS
2024-11-11,423.79998779296875,447.0,409.95001220703125,423.0,1335696,ZAGGLE.NS
2024-11-18,475.1499938964844,486.25,415.0,415.0,2175647,ZAGGLE.NS
2024-11-25,505.3999938964844,514.0,461.0,476.5,2547091,ZAGGLE.NS
2024-12-02,524.5499877929688,524.5499877929688,485.1000061035156,505.8999938964844,1826492,ZAGGLE.NS
2024-12-09,560.4500122070312,591.9000244140625,525.75,539.7999877929688,2843318,ZAGGLE.NS
2024-12-16,532.2999877929688,591.4000244140625,512.0,561.2000122070312,2197091,ZAGGLE.NS
2024-12-23,545.9500122070312,576.0,520.0999755859375,534.2999877929688,3200484,ZAGGLE.NS
